filename	tod	date	plate	batch	tank	index	protein	f_batch	ModTime	Intestine_area	Food_fluo	Food_area	tsf	Food_fluo_cat	Food_fluo_cat_all	Wellfolder	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	agrp_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_C05	4.6833333	210908	3	8	16	NS080	13.479819	3	08-sep-2021 12:41:15	4058	468056.97	340	.41666667	2	2	C05	3861.9521	1018729.9	0	0	1.349e+09	6588.3782	15974.34	3794.6742	1266870.1	0	0	1.255e+09	6128.8378	14462.48	3927.7962	990198.36	0	0	1.343e+09	6555.6142	15970.596	3795.7892	1257688.6	0	0	1.255e+09	6126.4721	14532.818	9/8/2021 2:41	3861.9521	1018729.9	1266870.1	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-138.12951	58476.441	-16933.434	-1107.5714	-670.37033	-590175.81	-.42640697	-.42640697	.22657438	1.0948442	-.50550022	-.3498982	-.78503605	-1.5669896
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_D01	4.7166667	210908	3	8	15	NS081	27.819835	3	08-sep-2021 12:43:17	5825	1504407.3	1735	.45	4	4	D01	3986.8125	1072263.8	0	0	1.574e+09	7685.4522	17530.135	3923.0115	1471764.5	0	0	1.587e+09	7748.9009	16183.538	4187.2523	1095711.1	0	0	1.596e+09	7794.9939	17574.747	3932.6739	1439225.5	0	0	1.565e+09	7641.8196	16133.045	9/8/2021 2:43	3986.8125	1072263.8	1471764.5	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-13.269099	77389.473	127861.54	659.42857	834.84332	529816.74	.05915307	.05915307	.61624043	1.3430824	.90036784	2.1930762	1.0230033	.72497321
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_D02	4.75	210908	3	8	16	NS082	15.385136	3	08-sep-2021 12:45:54	5331	1521363.4	1556	.48333333	4	4	D02	3866.5958	973480.22	0	0	1.371e+09	6695.2192	16411.853	3751.2635	1317861.9	0	0	1.323e+09	6462.1308	15148.961	3872.4311	976231.69	0	0	1.357e+09	6625.398	16324.056	3757.4292	1344359.7	0	0	1.362e+09	6651.7485	15259.622	9/8/2021 2:45	3866.5958	973480.22	1317861.9	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-133.48586	11694.903	31823.246	165.42857	545.62967	463130.61	-.37515234	-.37515234	-.1066151	.22657438	-.17829594	.3498982	.51922535	.13591068
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_D03	4.7833333	210908	3	8	17	NS083	16.688774	3	08-sep-2021 12:47:33	5657	1069941.4	1358	.51666667	3	3	D03	4174.3904	1079082.6	0	0	1.490e+09	7273.5899	16862.645	3906.6363	1382222.3	0	0	1.471e+09	7185.006	15990.617	4022.2424	1135427.9	0	0	1.490e+09	7277.5282	16733.556	3986.9025	1369033.2	0	0	1.442e+09	7043.4536	15860.167	9/8/2021 2:47	4174.3904	1079082.6	1382222.3	0	1	AB	CD15	AGRP	1	0	0	2	1	8	174.30879	12411.405	-51968.11	491.42857	376.66726	31827.563	.73512372	.73512372	.76647079	.30003436	.30003436	-.67448975	.83200627	.51922535
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_D04	4.8166667	210908	3	8	18	NS084	20.298848	3	08-sep-2021 12:49:16	5959	1095351.2	1531	.55	3	3	D04	4074.3509	1072742.3	0	0	1.552e+09	7579.0047	17424.223	3938.4189	1442335.8	0	0	1.527e+09	7458.4225	16128.171	4061.8236	1085363.2	0	0	1.558e+09	7606.9015	17428.113	3959.9188	1467278.4	0	0	1.561e+09	7621.4719	16244.975	9/8/2021 2:49	4074.3509	1072742.3	1442335.8	1	4	AB	CD15	AGRP	1	0	0	2	1	8	74.26926	44984.261	56297.737	793.42857	621.51099	114026.41	.47880765	.47880765	.64509145	.7985898	.64509145	.73512372	1.2127505	1.0041313
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_D05	4.8333333	210908	3	8	18	NS085	18.393531	3	08-sep-2021 12:50:53	6140	1669722.5	1567	.56666667	4	4	D05	4299.328	1121072.4	0	0	1.520e+09	7421.7476	16744.096	4368.9597	1568484.5	0	0	1.489e+09	7270.9888	15271.712	4492.8402	1133394.2	0	0	1.520e+09	7424.0087	16757.503	4370.6399	1546801.8	0	0	1.461e+09	7134.3036	15177.11	9/8/2021 2:50	4299.328	1121072.4	1568484.5	0	1	AB	CD15	AGRP	1	0	0	2	1	8	299.24637	19096.134	74157.521	974.42857	657.51099	688397.67	1.0948442	1.0948442	1.052756	.3498982	1.4038035	.8654489	1.4941549	1.2612822
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_E01	4.8666667	210908	3	8	15	NS086	11.674782	3	08-sep-2021 12:52:48	4349	1090374.7	679	.6	3	3	E01	3648.5785	915400.39	1	12	1.322e+09	6454.7124	16287.113	3709.764	1253322.1	1	7	1.305e+09	6371.4029	14449.118	3787.0452	914503.17	1	5	1.301e+09	6351.9491	16116.286	3757.0949	1238936.8	1	12	1.267e+09	6185.1483	14233.465	9/8/2021 2:52	3787.0452	914503.17	1253322.1	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-213.03641	-14469.461	5573.7499	-816.57143	-221.15668	115784.12	-.83155464	-.83155464	-.93642074	-.13042977	-.64509145	-.0354786	-.36955819	-.96742157
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_E02	4.9	210908	3	8	16	NS087	18.092691	3	08-sep-2021 12:54:44	6160	1044092.3	1571	.63333333	3	3	E02	3950.2701	1092570.8	0	0	1.666e+09	8137.1085	18279.553	3842.9479	1452324.8	0	0	1.623e+09	7926.7447	16726.033	3981.9861	1088593.1	0	0	1.663e+09	8117.9636	18275.108	3884.2025	1480647	0	0	1.646e+09	8038.7492	16749.724	9/8/2021 2:54	3950.2701	1092570.8	1452324.8	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-49.811528	103181.97	126010.92	994.42857	560.62967	-14140.434	-.08286075	-.08286075	.8654489	1.6268282	.76647079	1.8381674	1.5669896	1.3129815
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_E03	4.9333333	210908	3	8	17	NS088	14.282058									E03	4000.4532	913127.44	0	0	1.215e+09	5930.533	15238.052	3734.88	1292500.6	1	28	1.208e+09	5896.4218	14308.373	3673.0667	873530.27	1	87	1.187e+09	5795.9197	15254.597	3728.5888	1276590	1	42	1.171e+09	5717.6068	14085.216	9/8/2021 2:56	4000.4532	913127.44	1292500.6	1	4	AB	CD15	AGRP	1	0	0	2	1	8	.37161761	-96163.271	-57968.098				.1066151	.1066151	-1.0124546	-1.6268282	-.3498982	-.83155464		
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_E04	4.9666667	210908	3	8	18	NS089	16.889333	3	08-sep-2021 12:58:12	5566	1558747.7	1372	.7	4	4	E04	3884.8493	1007395	0	0	1.445e+09	7056.7378	16799.644	3906.6363	1418679.2	0	0	1.484e+09	7245.9682	15486.816	4183.0933	1031171.3	0	0	1.480e+09	7227.909	16919.631	3921.1891	1396996.5	0	0	1.457e+09	7114.5261	15370.831	9/8/2021 2:58	3884.8493	1007395	1418679.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-115.23235	42152.083	123854.49	400.42857	462.51099	577422.89	-.3248653	-.3248653	.15431865	.67448975	.40064808	1.7229053	.7697614	.39384742
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_E05	5.0666667	210908	3	8	18	NS090	19.596889									E05	4588.5648	1245336.9	0	0	1.777e+09	8675.3864	18351.428	4533.7125	1722746	0	0	1.701e+09	8307.778	16711.261	4766.1058	1261785.9	0	0	1.812e+09	8848.1252	18459.426	4410.8274	1733243.4	1	53	1.717e+09	8385.0126	16719.753	9/8/2021 2:59	4588.5648	1245336.9	1722746	0	1	AB	CD15	AGRP	1	0	0	2	1	8	588.48316	47943.687	89199.799				2.1930762	2.1930762	2.1930762	.8654489	2.5959142	1.185426		
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_F01	5.0166667	210908	3	8	15	NS091	19.496609	3	08-sep-2021 13:01:45	5556	668359.02	706	.75	3	3	F01	4255.1936	1103397.2	0	0	1.676e+09	8184.4018	18461.85	4245.1064	1503496.1	0	0	1.543e+09	7536.2573	15915.742	4239.4242	1112399.3	0	0	1.648e+09	8048.5807	18216.82	4184.5087	1524371.3	0	0	1.571e+09	7671.3899	15992.743	9/8/2021 3:01	4255.1936	1103397.2	1503496.1	0	1	AB	CD15	AGRP	1	0	0	2	1	8	255.11196	19986.067	30412.467	390.42857	-194.15668	-306231.55	.90036784	.90036784	.90036784	.42640697	1.052756	.3248653	.73973722	.36955819
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_F02	5.05	210908	3	8	16	NS092	15.385136	3	08-sep-2021 13:03:41	5278	910615.69	965	.78333333	3	3																																		1	4	AB	CD15	AGRP	1	0	0	2	1	8				112.42857	-45.370333	-147617.09							.4682027	.04517984
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_F03	5.0833333	210908	3	8	17	NS093	20.298848	3	08-sep-2021 13:05:20	5717	1265816.6	804	.81666667	3	4	F03	4344.8866	1105101.9	0	0	1.538e+09	7509.1162	17085.381	4147.48	1523205	0	0	1.493e+09	7288.6296	15321.478	4379.9328	1112100.2	0	0	1.521e+09	7426.3296	16939.837	4189.1517	1510823.4	0	0	1.476e+09	7208.7118	15270.819	9/8/2021 3:05	4344.8866	1105101.9	1523205	1	4	AB	CD15	AGRP	1	0	0	2	1	8	344.80498	-17814.679	6949.1224	551.42857	-177.33274	227702.74	1.2345954	1.2345954	.93642074	-.27538708	1.2345954	.05915307	.89765526	.57163753
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_F04	5.1166667	210908	3	8	18	NS094	12.87814	3	08-sep-2021 13:07:11	4246	62322.371	83	.85	1	1	F04	3748.7912	893777.47	0	0	1.296e+09	6325.9162	16179.711	3659.0025	1235168.5	0	0	1.265e+09	6178.6039	14488.607	3740.629	902719.73	0	0	1.301e+09	6354.9337	16242.761	3646.1309	1239146.1	0	0	1.268e+09	6191.588	14444.63	9/8/2021 3:07	3748.7912	893777.47	1235168.5	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-251.29039	-26580.978	5832.9656	-919.57143	-826.48901	-919002.42	-1.0124546	-1.0124546	-1.185426	-.56001135	-.76647079	-.01182399	-.4935534	-1.123415
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_G01	5.1833333	210908	3	8	15	NS095	17.892132	3	08-sep-2021 13:11:01	6202	1517350	1142	.91666667	4	4																																		0	1	AB	CD15	AGRP	1	0	0	2	1	8				1036.4286	241.84332	542759.4							1.649237	1.3684503
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_G02	5.2166667	210908	3	8	16	NS096	17.591292	3	08-sep-2021 13:13:08	4937	1362188.3	1169	.95	4	4	G02	3940.0664	1076032.1	0	0	1.661e+09	8112.3406	18478.554	3970.0036	1402200.3	0	0	1.484e+09	7244.1117	16286.42	3954.5454	1088443.6	0	0	1.658e+09	8097.21	18373.433	3970.949	1429415.9	0	0	1.517e+09	7407.0963	16413.216	9/8/2021 3:13	3940.0664	1076032.1	1402200.3	0	1	AB	CD15	AGRP	1	0	0	2	1	8	-60.015181	90009.375	80797.765	-228.57143	158.62967	303955.53	-.13042977	-.13042977	.67448975	1.5437805	.3498982	1.0124546	.25101592	-.25101592
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_G04	5.2666667	210908	3	8	18	NS097	18.192971	3	08-sep-2021 13:16:19	4387	810130.98	741	1	3	3	G04	3839.2222	926137.08	1	7	1.259e+09	6149.4371	15478.601	3573.0153	1237531.1	0	0	1.246e+09	6084.1842	14273.373	3671.3279	915669.56	0	0	1.238e+09	6044.6604	15400.894	3620.9072	1232656.3	0	0	1.249e+09	6099.534	14326.424	9/8/2021 3:16	3839.2222	926137.08	1237531.1	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-160.85942	-24053.835	-35331.768	-778.57143	-168.48901	-171193.81	-.64509145	-.64509145	-.64509145	-.47880765	-.70448293	-.53255794	-.34548507	-.89765526
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_G05	5.3	210908	3	8	18	NS098	17.992412	3	08-sep-2021 13:18:13	5097	1220923.4	1224	1.0333333	3	4	G05	4113.2126	1110096.4	0	0	1.596e+09	7794.9889	17557.558	4042.468	1457558.6	0	0	1.507e+09	7356.933	16084.405	4098.5609	1115868.5	0	0	1.564e+09	7638.6719	17350.463	4025.3715	1473379.5	0	0	1.511e+09	7378.3279	15968.082	9/8/2021 3:18	4113.2126	1110096.4	1457558.6	0	1	AB	CD15	AGRP	1	0	0	2	1	8	113.131	69518.2	52815.079	-68.571428	314.51099	239598.62	.56001135	.56001135	.9737339	1.185426	.83155464	.64509145	.36955819	-.11315218
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_H01	5.3166667	210908	3	8	15	NS099	21.803045	3	08-sep-2021 13:19:58	5825	1566935.5	1107	1.05	4	4	H01	4428.3572	1199519	1	9	1.713e+09	8363.8344	18032.823	4335.8497	1663679.2	0	0	1.646e+09	8037.1605	15723.213	4446.3662	1186240.2	0	0	1.670e+09	8155.0444	17793.39	4387.1681	1634818.7	0	0	1.583e+09	7729.0326	15394.013	9/8/2021 3:20	4428.3572	1199519	1663679.2	0	1	AB	CD15	AGRP	1	0	0	2	1	8	428.27563	58982.541	107246.19	659.42857	206.84332	592344.96	1.5437805	1.5437805	1.5437805	1.1389668	2.1930762	1.4038035	1.0230033	.72497321
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_H02	5.3666667	210908	3	8	16	NS100	17.591292	3	08-sep-2021 13:22:01	5749	1710581.7	1845	1.1	4	4	H02	4127.3849	1054050.3	0	0	1.535e+09	7495.7773	17394.877	3949.9748	1450679.9	0	0	1.501e+09	7330.5727	15861.191	4168.7697	1060480.3	0	0	1.525e+09	7444.852	17284.572	3975.8753	1416765.1	0	0	1.475e+09	7201.4129	15795.205	9/8/2021 3:22	4127.3849	1054050.3	1450679.9	1	4	AB	CD15	AGRP	1	0	0	2	1	8	127.30324	6232.6687	39114.851	583.42857	834.62967	652348.91	.61624043	.61624043	.50550022	.13042977	.73512372	.452452	.93197131	.59843525
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_H03	5.3833333	210908	3	8	17	NS101	15.184576	3	08-sep-2021 13:23:43	4185	18362.887	20	1.1166667	1	1	H03	4085.3063	1089071.7	0	0	1.457e+09	7115.2346	16329.958	3907.2755	1335925.9	0	0	1.399e+09	6831.3367	14875.529	4107.5555	1054977.4	0	0	1.436e+09	7009.8616	16316.562	3916.7285	1329794.9	0	0	1.401e+09	6839.7923	14922.411	9/8/2021 3:23	4085.3063	1089071.7	1335925.9	1	4	AB	CD15	AGRP	1	0	0	2	1	8	85.224708	51788.566	-55385.393	-980.57143	-961.33274	-1019751	.50550022	.50550022	.7985898	.9737339	.01182399	-.73512372	-.59843525	-1.2612822
AB_CD15_08dpf_VAST02_plate03_AGRP_210908_H04	5.45	210908	3	8	18	NS102	3.7526754	3	08-sep-2021 13:27:31	4129	14103.834	2	1.1833333	1	1																																		1	4	AB	CD15	AGRP	1	0	0	2	1	8				-1036.5714	-907.48901	-967220.95							-.65337661	-1.3129815
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_A01	5.8	210908	4	8	15	NS103	14.193336	4	08-sep-2021 13:48:21	4753	324994.61	470	0	2	2	A01	4059.4815	937591.55	0	0	1.258e+09	6141.0562	15451.807	4009.3994	1357489	0	0	1.265e+09	6176.862	14184.736	4042.7418	953651.73	0	0	1.263e+09	6166.6147	15453.788	3997.7909	1358834.8	0	0	1.246e+09	6082.3614	14065.243	9/8/2021 3:48	4059.4815	937591.55	1357489	0	1	AB	CD15	AGRP	1	0	0	2	1	8	59.399907	-81255.709	-21391.955	-457.58824	-652.26835	-761856.17	.37515234	.37515234	-.452452	-1.3430824	.15431865	-.40064808	0	-.44314942
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_A02	5.8166667	210908	4	8	16	NS104	17.549547	4	08-sep-2021 13:49:59	5965	1784967.2	1987	.01666667	4	4	A02	3957.3086	1026535.6	0	0	1.431e+09	6985.4112	16622.771	3858.5083	1421909.2	0	0	1.416e+09	6912.4748	15404.116	4113.1145	1044121.1	0	0	1.444e+09	7051.4049	16702.965	3910.466	1410365	0	0	1.405e+09	6858.2648	15366.772	9/8/2021 3:50	3957.3086	1026535.6	1421909.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-42.773047	34824.869	92207.42	754.41176	754.518	614474.18	-.0354786	-.0354786	.30003436	.61624043	.452452	1.2345954	1.2612822	.89765526
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_B01	5.9666667	210908	4	8	15	NS108	18.332663	4	08-sep-2021 13:58:12	4918	783106.19	864	.16666667	3	3	B01	3926.8062	955386.35	0	0	1.442e+09	7040.4902	17382.474	3975.8414	1362304.1	0	0	1.356e+09	6622.0188	15122.134	3981.4904	956253.66	0	0	1.439e+09	7024.7333	17360.066	3954.4508	1374895	0	0	1.363e+09	6653.6859	15134.202	9/8/2021 3:58	3926.8062	955386.35	1362304.1	0	1	AB	CD15	AGRP	1	0	0	2	1	8	-73.275394	-19692.357	47284.102	-292.58824	-258.26835	-303744.59	-.17829594	-.17829594	-.22657438	-.3248653	.17829594	.58789351	.22777673	-.29791798
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_B02	5.9333333	210908	4	8	16	NS107	17.773295	4	08-sep-2021 13:56:32	4901	1944536.1	1608	.13333333	4	4	B02	4277.5729	1077647.1	0	0	1.426e+09	6963.2755	16339.119	3926.3111	1421490.5	0	0	1.395e+09	6812.8753	15324.258	4131.7845	1090537.1	0	0	1.452e+09	7087.8059	16520.369	3895.1361	1411471.6	0	0	1.364e+09	6661.9472	15132.866	9/8/2021 3:56	4277.5729	1077647.1	1421490.5			AB	CD15	AGRP	1	0	0	2	1	8	277.49129	-19716.402	-62365.059	-309.58824	375.518	774043.1	1.052756	1.052756	.70448293	-.3498982	.42640697	-.93642074	.18165198	-.32161055
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_B03	5.9	210908	4	8	17	NS106	22.695737	4	08-sep-2021 13:54:54	6457	2007025.2	2178	.1	4	4	B03	4453.188	1229845	0	0	1.793e+09	8753.7516	18672.106	4363.0378	1625009.2	0	0	1.661e+09	8111.7629	16822.346	4449.1197	1229695.4	0	0	1.779e+09	8687.9284	18568.169	4272.494	1647469.5	0	0	1.693e+09	8265.4477	16862.217	9/8/2021 3:54	4453.188	1229845	1625009.2			AB	CD15	AGRP	1	0	0	2	1	8	453.10643	71200.555	56624.266	1246.4118	974.55559	856651.09	1.6268282	1.6268282	1.9847723	1.2345954	1.6268282	.76647079	2.0042336	1.5669896
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_C01	6.05	210908	4	8	15	NS111	15.535821	4	08-sep-2021 14:03:56	4124	676533.5	697	.25	3	3	C01	3788.9401	909389.04	0	0	1.273e+09	6217.1851	15766.426	3639.715	1224222.4	0	0	1.240e+09	6056.0607	14675.77	3703.6521	896319.58	0	0	1.243e+09	6071.0681	15597.726	3632.057	1247639.8	0	0	1.244e+09	6074.9678	14516.835	9/8/2021 4:03	3788.9401	909389.04	1224222.4			AB	CD15	AGRP	1	0	0	2	1	8	-211.14154	-20208.698	-24438.043	-1086.5882	-425.26835	-410317.28	-.7985898	-.7985898	-1.052756	-.37515234	-.83155464	-.452452	-.68159434	-1.4941549
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_C02	6.0833333	210908	4	8	18	NS112	13.857715	4	08-sep-2021 14:05:33	5371	816604.89	936	.28333333	3	3	C02	4043.3631	1009937.1	0	0	1.405e+09	6858.8837	16350.072	3915.9687	1377287.6	0	0	1.385e+09	6762.5664	14954.711	4015.1688	1014901.7	0	0	1.390e+09	6784.6822	16257.278	3926.6234	1372831.4	0	0	1.368e+09	6680.1035	14861.455	9/8/2021 4:05	4043.3631	1009937.1	1377287.6			AB	CD15	AGRP	1	0	0	2	1	8	43.281511	-7598.2964	6164.944	160.41176	-195.60068	-276980.11	.27538708	.27538708	.17829594	-.01182399	.27538708	.0354786	.54524419	.11315218
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_C03	6.1166667	210908	4	8	17	NS113	25.156959	4	08-sep-2021 14:07:37	6915	1201456.9	1553	.31666667	3	4	C03	4670.3925	1286309.8	0	0	1.838e+09	8976.1793	18570.573	4259.0926	1649622.8	0	0	1.678e+09	8191.7418	16783.302	4713.1774	1302938.2	0	0	1.822e+09	8896.955	18449.165	4272.494	1673458.9	0	0	1.714e+09	8367.2672	16887.446	9/8/2021 4:07	4670.3925	1286309.8	1649622.8	0	1	AB	CD15	AGRP	1	0	0	2	1	8	670.31093	56011.319	-23309.768	1704.4118	349.55559	51082.778	2.5959142	2.5959142	2.5959142	1.0124546	1.8381674	-.42640697	2.6117121	2.2111272
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_D01	6.2	210908	4	8	15	NS115	22.248243	4	08-sep-2021 14:12:25	6661	1379565.6	1433	.4	4	4	D01	4375.0854	1148168.3	0	0	1.809e+09	8835.2507	19387.82	4360.3877	1605838.6	0	0	1.646e+09	8036.4508	16384.931	4552.7631	1163361.2	0	0	1.846e+09	9014.2201	19550.274	4369.6168	1589987.8	0	0	1.609e+09	7858.729	16180.985	9/8/2021 4:12	4375.0854	1148168.3	1605838.6			AB	CD15	AGRP	1	0	0	2	1	8	375.00383	25205.786	75047.088	1450.4118	310.73165	292714.83	1.2869457	1.2869457	1.4701932	.50550022	1.5437805	.90036784	2.2111272	2.0042336
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_D03	6.15	210908	4	8	18	NS114	14.528957	4	08-sep-2021 14:09:31	5496	1674245	1388	.35	4	4	D03	4120.8147	1028479.6	0	0	1.400e+09	6835.4755	16340.96	3986.1148	1424002.7	0	0	1.371e+09	6695.8592	15077.859	4222.1017	1048308.1	0	0	1.400e+09	6838.1799	16270.237	3964.9795	1442036.7	0	0	1.395e+09	6813.0372	15130.172	9/8/2021 4:09	4120.8147	1028479.6	1424002.7	0	1	AB	CD15	AGRP	1	0	0	2	1	8	120.73309	-14606.492	15600.034	285.41176	256.39932	580660.01	.58789351	.58789351	.3498982	-.20237619	.47880765	.1066151	.62566982	.25101592
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_E01	6.2333333	210908	4	8	15	NS116	8.9352721	4	08-sep-2021 14:14:07	3021	8627.9482	4	.43333333	1	1	E01	3770.6506	847152.1	0	0	1.188e+09	5798.6925	15473.564	3571.2445	1004882.8	0	0	1.126e+09	5498.9318	14065.054	3705.7995	845028.69	0	0	1.183e+09	5774.9295	15455.776	3570.7587	1029915.2	0	0	1.126e+09	5499.3278	13922.703	9/8/2021 4:14	3770.6506	847152.1	1004882.8	0	1	AB	CD15	AGRP	1	0	0	2	1	8	-229.43104	-76412.073	-234974.3	-2189.5882	-1118.2683	-1078222.8	-.90036784	-.90036784	-1.9847723	-1.2345954	-2.5959142	-2.5959142	-2.0042336	-2.6117121
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_E02	6.2666667	210908	4	8	18	NS117	16.990179	4	08-sep-2021 14:16:30	5811	1620586.4	1727	.46666667	4	4	E02	3981.434	1019986	0	0	1.431e+09	6988.595	16688.073	3979.6308	1375164.2	0	0	1.426e+09	6962.1163	15702.221	4183.8833	1058087.8	0	0	1.469e+09	7171.7306	16822.605	3998.3893	1362453.6	0	0	1.394e+09	6804.5741	15503.607	9/8/2021 4:16	3981.434	1019986	1375164.2	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-18.647579	22880.458	33850.042	600.41176	595.39932	527001.38	.0354786	.0354786	.25090599	.452452	.22657438	.37515234	.96742157	.62566982
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_E03	6.3	210908	4	8	18	NS118	13.186473	4	08-sep-2021 14:18:29	4641	227886.04	171	.5	2	2	E03	3675.3296	924940.8	0	0	1.347e+09	6576.445	16447.826	3668.2392	1277606.8	0	0	1.315e+09	6418.6438	14597.682	3686.4284	931400.76	0	0	1.349e+09	6584.75	16423.98	3664.1645	1291633.3	0	0	1.331e+09	6499.95	14667.515	9/8/2021 4:18	3675.3296	924940.8	1277606.8	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-324.75204	28816.781	83630.834	-569.58824	-960.60068	-865698.96	-1.4038035	-1.4038035	-.67448975	.56001135	-.47880765	1.0948442	-.06779862	-.59843525
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_F02	6.3666667	210908	4	8	18	NS120	15.535821	4	08-sep-2021 14:22:32	4871	1272235.1	1248	.56666667	3	4	F02	3858.0898	1003297.7	0	0	1.401e+09	6839.0676	16518.383	3782.466	1350341.2	0	0	1.363e+09	6654.9957	15314.563	3893.846	1000307	0	0	1.389e+09	6783.4632	16450.544	3796.321	1374237.1	0	0	1.400e+09	6834.4059	15432.773	9/8/2021 4:22	3858.0898	1003297.7	1350341.2			AB	CD15	AGRP	1	0	0	2	1	8	-141.99186	46882.548	68396.712	-339.58824	116.39932	178650.07	-.452452	-.452452	.13042977	.83155464	.08286075	.83155464	.13591068	-.36955819
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_F03	6.3333333	210908	4	8	18	NS119	13.298346	4	08-sep-2021 14:20:35	4465	1312756.7	1285	.53333333	4	4	F03	3761.6295	944021.61	0	0	1.268e+09	6191.0377	15595.149	3612.8576	1252933.3	0	0	1.251e+09	6110.0789	14531.855	3764.9832	952874.15	0	0	1.272e+09	6211.9619	15603.497	3598.5871	1265823.4	0	0	1.270e+09	6201.3821	14642.539	9/8/2021 4:20	3761.6295	944021.61	1252933.3	0	1	AB	CD15	AGRP	1	0	0	2	1	8	-238.45211	19427.913	17418.37	-745.58824	153.39932	219171.66	-.93642074	-.93642074	-.37515234	.37515234	-.67448975	.13042977	-.29791798	-.83200627
AB_CD15_08dpf_VAST02_plate04_AGRP_210908_H01	5.8833333	210908	4	8	18	NS105	9.718388	4	08-sep-2021 13:53:01	4150	53462.035	73	.08333333	1	1	H01	3609.8928	850830.69	0	0	1.169e+09	5707.4379	15105.746	3537.419	1100197.1	0	0	1.116e+09	5447.0702	13385.927	3644.9619	829985.35	0	0	1.151e+09	5621.7477	15046.204	3545.7918	1084585.6	0	0	1.102e+09	5378.9299	13353.923	9/8/2021 3:53	3609.8928	850830.69	1100197.1	1	4	AB	CD15	AGRP	1	0	0	2	1	8	-390.18878	-23706.254	-62281.976	-1060.5882	-1058.6007	-1040123	-1.8381674	-1.8381674	-1.8381674	-.452452	-1.8381674	-.90036784	-.62566982	-1.3684503
