index	ldl	gluc	tc	tg	freeze_dried	pos_bio	Löpnr	batch_bio	protein	filename	batch	tank	line	diet	Exp	date	filename9	filename10	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	tod	early_nwt	early_dich	late_nwt	late_dich	sec16b_dich	late_wt	late_inframe	late_frameshift	late_Area_total	late_wt_call	early_wt	early_inframe	early_frameshift	early_Area_total	early_wt_call	gene	qRNA	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	LocalName	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	PostCheckValid	LiverArea	NrofSpots	bld	bodyfat	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	Border_size_length	dorsal_area	lateral_area	Border_size_lat_area	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	NrLipids_Res2	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intldl	inttg	inttc	intgluc
AN061	25.423664	8.3994879	25.317614	22.785853	0	12	61	43	22.841216	InsH2Bfabp_CD15_10dpf_vast01_tank02_plate04_sec16b_200817_1430_e11	19	74	insH2Bfabp	CD15	SEC16B	200817	1430	e11	1	0	0	1	4	1	10	6.5	.1538966	0	0	0	0	1	0	0	863	1	.84610339	0	.15389661	7622	1	SEC16B	1															200817_200817_1430_e11	85	75193	5817	31.843966	35.927235	1	9716	13	0	0	4013.4254	992890.01	0	0	1.434e+09	5603.2017	15066.417	3774.8678	1296358.6	0	0	1.419e+09	5542.1172	13633.132	3872.5276	976889.65	0	0	1.392e+09	5438.4468	14794.41	3776.7688	1302758.8	0	0	1.483e+09	5792.2483	13881.353	8/17/2020 3:06	4013.426	0	992890	1296359	0	-396.4149	-37384.84	-49564.98	-18.37079	-70.39705	.1777408	-3.936099	-20.14381	-79.54637	-.8179761	-5.862256													-11.71687	-58411.66	32.95639	-.6556518	-1.357259	-1.528026													.0831466	-1.284992	-.269975	-1.328106	-.829804	-.4413297
AN054	39.793561	2.3998537	58.230512	113.92926	0	5	54	43	.81979807	InsH2Bfabp_CD15_10dpf_vast01_tank02_plate04_sec16b_200817_1430_f10	19	74	insH2Bfabp	CD15	SEC16B	200817	1430	f10	1	0	0	1	4	1	10	6.5	.8247656	1	1	1	1	0	0	1	339	0	.1752344	.08923375	.73553185	3093	1	SEC16B	3	314360	7311	5914	59	10	43	1	1606800	105962	107	182	119	77	0	200817_200817_1430_f10	157	164541	11478	49.139051	72.304136	1	20358	47	0	1	4571.8783	1254368.9	0	0	1.945e+09	7598.9343	17708.427	4375.8749	1612089.2	0	0	2.073e+09	8097.8587	16967.709	4573.9188	1255565.2	0	0	1.943e+09	7591.2295	17682.362	4338.2391	1627790.5	0	0	2.092e+09	8173.4642	17008.495	8/17/2020 2:33	4571.878	0	1254369	1612089	0	162.038	39901.99	-25028.9	14.41035	20.57886	-5.780143	10.46214	19.07359	35.88885	-3.495924	13.08614	8.058529	56864.65	-264.2989	-49.18543	10.62929	-.7039474	146628	24679.77	11.61324	13.47621	-.9796904	17.73001	60.28313	30936.34	46.09927	1.157696	.1439472	.0226522	.9118606	.9118606	.0908251	.286057	.664174	-.1239993	.1073974	.793251	.63364	-.2329639	-.451935	1.589968	.8139691	.3950973	1.232001	.3534046	1.13039	-2.194421
AN062	18.791404	8.8794586	22.785853	25.317614	0	13	62	43	15.352151	InsH2Bfabp_CD15_10dpf_vast01_tank02_plate04_sec16b_200817_1430_f11	19	74	insH2Bfabp	CD15	SEC16B	200817	1430	f11	1	0	0	1	4	1	10	6.5	.1727369	0	0	0	0	1	0	0	924	1	.82726308	0	.17273692	5656	1	SEC16B	1	343964	9296		29	10	37	1	1467236	89999	103	147	143	64	0	200817_200817_1430_f11	93	65191	5904	32.549169	38.132065	1	8556	54	0		3872.1222	998004.15	0	0	1.413e+09	5521.015	14833.323	3684.6269	1246652.8	0	0	1.465e+09	5720.919	13991.954	3892.4671	967887.57	0	0	1.399e+09	5466.0236	14915.167	3686.4284	1232775.9	0	0	1.374e+09	5368.6315	13559.895	8/17/2020 3:11	3872.122	0	998004.1	1246653	0	-537.7184	14334.78	-25590.75	-20.88373	-67.84136	.6517472	-10.57241	-20.55649	-68.80464	.7694069	-11.0158	2.058529	86468.65	1720.701		-19.37071	-.7039474	7064.054	8716.771	7.613244	-21.52379	23.02031	4.730015	-3.716867	-68413.66	47.54511	-.9475207	-1.320264	-1.9251	.2499428	1.390182	1.390182		-1.651266	-.1239993	-.1406355	.0577505	.1907976	-1.073839	.7271971	.3623302	.1898871	-1.437407	-1.104836	-1.275744	-.9742684	-.323715
AN055	42.004314	4.7997074	78.484604	210.1362	0	6	55	43	13.925662	InsH2Bfabp_CD15_10dpf_vast01_tank02_plate04_sec16b_200817_1430_g10	19	74	insH2Bfabp	CD15	SEC16B	200817	1430	g10	1	0	0	1	4	1	10	6.5	.8661934	1	1	1	1	0	0	1	166	0	.13380657	.16344277	.70275067	5635	1	SEC16B	3	232255	7038	5762	33	7	33	1	1903404	91863	115	214	118	60	0	200817_200817_1430_g10	19	105994	768	46.010523	61.654052	1	17739	57	0	0	4611.327	1332875.4	0	0	2.005e+09	7831.1147	17730.319	4486.6286	1714521.5	0	0	2.043e+09	7979.0128	16586.404	4717.7281	1339933.5	1	2	2.019e+09	7888.2945	17798.548	4482.7641	1740839.8	0	0	2.126e+09	8303.6058	16788.456	8/17/2020 2:36	4611.327	0	1332875	1714522	0	201.4867	105397.3	56833.56	34.68327	116.8097	-3.386254	12.66884	35.59899	117.6867	-3.052125	12.64541	-1.941471	-25240.35	-537.2989	-201.1854	-15.37071	-3.703947	443232.1	10580.77	19.61324	45.47621	-1.97969	.7300146	-77.71687	-27610.66	-53.33347	1.284992	.7726002	.8567804	-.2755487	-.2755487	-.2927191	.1331943	-1.368829	-1.199681	.6848778	.1406355	1.182917	.7488504	-.5549229	-.1073974	-1.033853	-.8139691	1.382994	1.929181	2.161062	-1.252861
AN063	34.266677	6.9595757	63.294035	131.65159	0	14	63	43	12.855796	InsH2Bfabp_CD15_10dpf_vast01_tank02_plate04_sec16b_200817_1430_g11	19	74	insH2Bfabp	CD15	SEC16B	200817	1430	g11	1	0	0	1	4	1	10	6.5	.6696529		1	1	1	0	0	1	339	0	.33034714	.15509518	.51455767	5358	1	SEC16B	3	308697	6860	7001	64	14	45	1	1900217	105731	115	198	133	62	0	200817_200817_1430_g11	29	110994	1969	51.891069	131.25018	1	14108	97	0	0	4167.5463	1084615.5	0	0	1.610e+09	6290.3739	16121.176	4140.2049	1494763.2	0	0	1.698e+09	6631.1186	15031.369	4315.9665	1094425	0	0	1.609e+09	6285.5508	16038.15	4119.2794	1536812.7	0	0	1.786e+09	6975.1704	15286.698	8/17/2020 3:14	4167.546	0	1084616	1494763	0	-242.2941	3507.659	68476.16	19.64328	38.51654	-1.2741	4.898818	20.65313	40.25589	-.7857226	4.936924	10.05853	51201.65	-715.2989	1037.815	15.62929	3.296053	440045.1	24448.77	19.61324	29.47621	13.02031	2.730015	-67.71687	-22610.66	-46.62717	-.2830892	-.9475207	-.5123105	1.150349	.793251	-.5453304	.7438725	.9762363	.9118606	.6437511	.7708607	1.182917	.3799974	.2244998	.1323128	-.9012228	-.7129065	.7154047	.7467028	1.367861	-.6866431
AN056	32.055924	10.559356	60.762274	151.90568	0	7	56	43	22.395438	InsH2Bfabp_CD15_10dpf_vast01_tank02_plate04_sec16b_200817_1430_h10	19	74	insH2Bfabp	CD15	SEC16B	200817	1430	h10	1	0	0	1	4	1	10	6.5	.0741188	0	0	0	0	1	0	0	489	1	.92588122	0	.07411878	4142	1	SEC16B	1	293803	5996	4518	53	12	49	1	1972844	115271	99	210	171	71	0	200817_200817_1430_h10	156	171826	7702	65.283995	106.32121	1	20901	272	0	0	4267.027	1275034.8	1	12	1.956e+09	7640.4664	17626.45	4283.7211	1635058	1	14	2.033e+09	7940.6193	16573.874	4271.5174	1274975	1	11	1.955e+09	7635.5626	17624.184	4284.2133	1665862.4	1	14	2.107e+09	8232.3493	16808.633	8/17/2020 2:39	4267.027	12	1275035	1635058	14	175.4191	-5009.909	8877.187	16.97976	58.60313	2.367431	2.716405	15.46434	50.13881	1.44108	.9752828	14.05853	36307.65	-1579.299	-1445.185	4.629292	1.296053	512672.1	33988.77	3.613244	41.47621	51.02031	11.73001	59.28313	38221.34	40.30035	.0377594	.3305772	.2988425	1.534121	.6036857	-1.308247	-.9326642	.2499428	.4980894	.8160462	1.348083	-.1992013	.6539285	1.719484	1.199681	.793115	.5296054	.4806444	1.088862	1.247331	-.0675375
AN064	32.055924	10.319371	63.294035	179.75506	0	15	64	43	15.441306	InsH2Bfabp_CD15_10dpf_vast01_tank02_plate04_sec16b_200817_1430_h11	19	74	insH2Bfabp	CD15	SEC16B	200817	1430	h11	1	0	0	1	4	1	10	6.5	.9731183	1			1						.02688172	.47451215	.49860613	10044	1	SEC16B	3	311687	7992	6034	55	11	39	1	1699813	107653	106	189	133	69	0	200817_200817_1430_h11	212	185626	13328	81.396703	134.65549	1	23199	252	0	0	4654.9472	1369003.3	1	3	2.064e+09	8063.2365	17951.282	4541.1211	1745654.9	0	0	2.060e+09	8045.9064	16538.697	4664.9592	1366012.6	0	0	2.048e+09	7999.339	17879.138	4530.5318	1777685.5	0	0	2.142e+09	8368.2543	16738.46	8/17/2020 3:17	4654.947	3	1369003	1745655	0	324.665	85606.73	65222.06	19.6621	86.64394	2.079731	2.684015	19.91161	85.50458	2.182906	2.184485	4.058529	54191.65	416.7011	70.81457	6.629292	.2960526	239641	26370.77	10.61324	20.47621	13.02031	9.730015	115.2831	52021.34	87.20974	1.481197	1.128672	1.128672	.4610861	.8160462	.5645669	.3737245	.3273264	.2160518	.2244998	.9371445	.5549229	.1992013	.2244998	.9630423	1.302425	.8351834	.4806444	1.575724	1.367861	-.1062492
AN025	23.212911	6.9595757	37.976421	60.762274	0	25	25	42	17.75935	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_a04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	a04	1	0	0	1	2	1	10	4	.8897284	1	1	1	1	0	1	0	243	0	.11027155	.2	.68972845	4235	1	SEC16B	3	215828	8993	7916	40	11	24	1	1011071	66150	96	139	101	66	0	200817_200817_1200_a04	92	78661	5188	44.282714	61.242498	1	16508	179	0	0	4255.3763	1062394.4	1	6	1.567e+09	6121.3437	15810.545	3971.5326	1379590.5	0	0	1.624e+09	6342.6459	14833.379	4264.454	1057220.5	1	1	1.553e+09	6066.6652	15732.419	3956.462	1410155.6	0	0	1.705e+09	6659.1178	15144.935	8/17/2020 11:54	4255.376	6	1062394	1379591	0	131.7722	-122227	-89292.84	-13.84399	-56.66813	-2.798979	-6.694899	-14.56662	-54.33122	-2.717314	-6.636558	-10.4535	-35165.31	1402.819	1952.815	-9.884794	.2960526	-296313.7	-7580.799	4.028878	-18.74849	-9.00861	8.979824	-4.716867	-33968.44	37.67188	-.0377594	-1.046824	-1.046824	-1.134514	-.6036857	1.270385	1.069669	-.793251	.2160518	-1.044936	-1.044936	-.4067242	-1.348083	-1.289085	.664174	.174534	-1.157696	-.5429279	-.688642	-.0288527	-.6866431
AN026	28.739794	11.279312	43.039944	50.635228	0	26	26	42	14.728062	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_b04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	b04	1	0	0	1	2	1	10	4	.8118393	1	1	1	1	0	0	1	229	0	.18816068	.17124736	.64059197	1892	1	SEC16B	3	208189	9914	10117	44	14	21	1	833012	63901	89	143	107	54	0	200817_200817_1200_b04	145	130964	9239	46.685199	65.689652	1	18049	86	0	0	4086.214	1048338	0	0	1.567e+09	6119.6783	15846.477	3957.3086	1365593.9	0	0	1.625e+09	6347.0885	14902.495	4109.3062	1054409.2	0	0	1.574e+09	6148.572	15882.85	3952.5596	1387785	0	0	1.706e+09	6664.4409	15214.713	8/17/2020 11:58	4086.214	0	1048338	1365594	0	-196.5065	2573.496	-15083	-8.761641	-66.77124	1.514794	-1.172064	-8.649766	-61.1442	2.046747	-.5249434	-13.4535	-42804.31	2323.819	4153.814	-5.884794	3.296053	-474372.7	-9829.799	-2.971122	-14.74849	-3.00861	-3.020176	48.28313	18334.56	56.21779	-.5470603	-1.073309	-1.073309	-1.534121	-.7488504	1.651266	1.883722	-.4156972	.9118606	-1.348083	-1.134514	-.793251	-1.199681	-1.044936	-.7708607	.6935702	-.378823	.1289011	-.8526347	.2692676	.0739808
AN027	34.266677	12.95921	88.611649	227.85853	0	27	27	42	13.56904	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_c04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	c04	1	0	0	1	2	1	10	4	1	1			1						0	.36804778	.63195222	5358	1	SEC16B	3	196223	5451	4778	43	9	36	1	1347804	74943	104	141	133	61	0	200817_200817_1200_c04	140	147818	7106	59.374106	78.926358	1	19147	112	25.44723	1	4370.6399	1241867.7	1	9	1.899e+09	7419.4362	17440.23	4370.3012	1621181	1	9	1.946e+09	7603.3071	16243.856	4375.769	1252574.5	1	8	1.906e+09	7444.1194	17445.797	4375.4922	1638886.1	0	0	2.022e+09	7897.3221	16497.25	8/17/2020 12:03	4370.64	9	1241868	1621181	9	326.5941	-22302.06	-2961.151	36.82889	110.476	3.188727	4.350771	37.24365	117.3369	3.892472	5.211199	1.546505	-54770.31	-2139.181	-1185.185	-6.884794	-1.703947	40419.34	1212.201	12.02888	-16.74849	22.99139	3.979824	43.28313	35188.56	40.11539	.3950973	.0680031	.0983092	.1406355	-1.044936	-2.331313	-.6384531	-.5549229	-.4610861	-.3273264	-.4887764	.3535393	-1.308247	.2244998	0	.6186536	-.0377594	.7154047	2.273137	2.666146	.4307273
AN028	21.002157	10.559356	40.508182	86.079888	0	28	28	42	16.867795	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_d04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	d04	1	0	0	1	2	1	10	4	.0937733	0	0	0	0	1	0	0	965	1	.90622674	.02133466	.0724386	8062	1	SEC16B	1	231896	8919	5168	37	6	26	1	1261076	77072	104	173	134	49	0	200817_200817_1200_d04	100	108356	5987	36.357509	44.062336	1	16455	133		1	4184.5087	1137880.2	0	0	1.723e+09	6730.8256	16739.388	4178.3004	1512408.4	1	3	1.803e+09	7043.2484	15683.177	4176.3244	1143592.5	1	6	1.737e+09	6785.5211	16802.362	4179.0411	1528977.1	0	0	1.860e+09	7265.8166	15880.033	8/17/2020 12:06	4184.509	0	1137880	1512409	3	-98.21184	59695.65	48758.83	-11.25576	-31.27872	.7829089	-8.917798	-11.80386	-28.07988	.9953567	-8.738044	-8.453495	-19097.31	1328.819	-795.1854	-12.88479	-4.703948	-46308.66	3341.201	12.02888	15.25151	23.99139	-8.020176	3.283133	-4273.442	26.11059	-.2362315	-.5470603	-.4613071	-.9896026	-.3099763	1.103669	-.2688054	-1.088633	-1.534121	-.6235933	-.3977839	.3535393	-.4247038	.3186394	-1.166479	.338562	-.7726002	-.8324975	-.2593095	.115652	-.0675375
AN029	21.002157	11.759283	35.44466	70.889319	0	29	29	42	20.701483	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_e04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	e04	1	0	0	1	2	1	10	4			1	1	1	0	0	1	319	0						SEC16B	3	228682	7146	4126	51	9	32	1	1525765	85337	101	255	106	45	0	200817_200817_1200_e04	146	121004	9782	48.088462	77.601752	1	15762	103	0	0	4063.6493	1038438.7	0	0	1.544e+09	6029.4312	15792.5	4025.7281	1408092	0	0	1.654e+09	6459.0544	15110.859	4225.9675	1047261.4	0	0	1.551e+09	6059.6835	15794.988	4004.4733	1426245.7	0	0	1.695e+09	6621.9974	15170.383	8/17/2020 12:09	4063.649	0	1038439	1408092	0	-219.0715	116.74	39181.19	-16.30046	-46.44537	1.976871	-8.921846	-17.96331	-47.49607	1.618452	-9.530044	-2.453495	-22311.31	-444.181	-1837.185	1.115206	-1.703947	218380.3	11606.2	9.028878	97.25151	-4.00861	-12.02018	49.28313	8374.558	63.77884	-.6186536	-1.100569	-.9012228	-.4067242	-.3623302	-.1573107	-1.30453	.1073974	-.4610861	-.024739	-.1406355	.0164917	1.534121	-1.103669	-1.434899	.7129065	-.4951674	-.8324975	-.5155938	-.1902607	.1809456
AN030	37.582807	20.638742	65.825797	149.37392	0	30	30	42	19.096683	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_f04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	f04	1	0	0	1	2	1	10	4	.0611042	0	0	0	0	1	0	0	939	1	.93889584	0	.06110416	5597	1	SEC16B	1	206000	8583	4712	39	5	24	1	189341	17092	49	90	68	49	0	200817_200817_1200_f04	18	156673	659	37.4338	54.225574	1	20435	51	0	0	3059.7888	1157648.9	1	33	1.864e+09	7282.3916	17714.831	3080.6202	1429386	1	51	1.920e+09	7498.4463	16800.608	3060.5951	1150531	1	32	1.837e+09	7177.3575	17563.641	3082.6777	1447001.3	1	53	1.988e+09	7767.1715	17077.118	8/17/2020 12:12	3059.789	33	1157649	1429386	51	-347.7917	-6419.772	44697.15	14.0995	32.06317	10.85037	7.654755	12.86611	32.7359	10.73005	7.349264	-10.4535	-44993.31	992.819	-1251.185	-10.88479	-5.703948	-1118044	-56638.8	-42.97112	-67.74849	-42.00861	-8.020176	-78.71687	44043.56	-87.71776	-1.760558	-.4445756	-.8787846	-1.134514	-.793251	1.01688	-.7007746	-.8629628	-1.796793	-1.651266	-1.651266	-1.684395	-1.651266	-1.651266	-1.166479	-1.073309	.159222	1.025498	1.049131	1.543283	1.710467
AN031	23.212911	7.9195172	50.635228	50.635228	0	31	31	42	15.976239	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_g04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	g04	1	0	0	1	2	1	10	4	.655264		1	1	1	0	0	1	182	0	.34473607	.30639929	.34886464	3391	1	SEC16B	3	217279	7243	5536	57	11	30	1	1102630	72251	100	165	97	62	0	200817_200817_1200_g04	34	70064	2133	19.870064	29.528631	1	9958	61	0	0	4170.2043	1089939	1	11	1.655e+09	6463.2708	16387.827	4178.3004	1465543.8	1	13	1.742e+09	6803.3612	15196.872	4162.4229	1089789.4	1	9	1.653e+09	6455.7633	16373.439	4178.9302	1502299.8	1	16	1.794e+09	7009.4699	15360.973	8/17/2020 12:15	4162.423	9	1089789	1465544	13	118.3768	-105704.9	-92319.27	-1.072243	-66.6516	-1.874823	-6.719191	-1.445809	-62.59081	-1.531592	-6.418022	-4.453495	-33714.31	-347.181	-427.1854	7.115206	.2960526	-204754.7	-1479.799	8.028878	7.251513	-13.00861	4.979824	-62.71687	-42565.44	-14.66493	-.3305772	-.8567804	-.6186536	-.6036857	-.5645669	-.0082456	-.0415124	.4702759	.2160518	-.9118606	-.6848778	-.0742776	-.6539285	-1.534121	.1323128	-.6556518	-1.357259	-.5429279	-.8526347	.6805383	-.5280914
AN024	24.318287	10.559356	50.635228	129.11983	0	24	24	42	22.841216	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_h03	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	h03	1	0	0	1	2	1	10	4	1	1	1	1	1	0	0	1	210	0	0	.13633895	.86366105	1841	1	SEC16B	3	125344	8356	5297	46	9	15	1	602724	40574	70	124	104	62	0	200817_200817_1200_h03	70	135719	3727	45.124368	69.385822	1	17521	72	0	0	4102.3827	1118470.5	1	4	1.716e+09	6704.6024	16781.09	4086.3421	1476071.2	1	9	1.784e+09	6970.3682	15754.491	4094.1365	1126216.4	1	8	1.720e+09	6719.8108	16761.501	4091.8092	1518389.9	1	7	1.869e+09	7299.2883	16005.098	8/17/2020 11:51	4102.383	4	1118471	1476071	9	-74.26023	11997.94	-8193.388	-1.204001	11.6655	.8067662	-5.585473	-3.343387	8.460158	.133122	-6.527144	-19.4535	-125649.3	765.819	-666.1854	-3.884794	-1.703947	-704660.6	-33156.8	-21.97112	-33.74849	-6.00861	4.979824	-26.71687	23089.56	-21.91452	-.4781687	-.6004704	-.5470603	-1.886627	-1.994911	.9118606	-.1667717	-.2669941	-.4610861	-1.482686	-1.482686	-1.482686	-1.534121	-1.134514	.1323128	-.1287059	-.2674059	-.4307273	.672479	.6805383	-.0675375
AN032	36.477431	12.479239	68.357558	146.84216	0	32	32	42	16.243706	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate02_sec16b_200817_1200_h04	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	h04	1	0	0	1	2	1	10	4	.5617716		1	1	1	0	0	1	320	0	.43822844	.14555815	.41621342	3861	1	SEC16B	3	386890	7300	6996	47	11	53	1	2221277	117669	129	188	147	75	0	200817_200817_1200_h04	89	151049	3807	43.204524	56.48287	1	18467	127	0	0	4435.726	1216925	0	0	1.850e+09	7227.2429	17179.036	4348.7705	1596328.1	0	0	1.932e+09	7547.5787	16199.529	4447.5767	1223953.2	0	0	1.851e+09	7229.1135	17165.191	4334.1526	1614930.4	0	0	1.999e+09	7808.5672	16446.137	8/17/2020 12:21	4435.726	0	1216925	1596328	0	153.0054	55882.52	33404.94	16.66891	29.57926	2.678935	6.541281	16.19319	33.30722	2.981769	6.769683	18.5465	135896.7	-290.181	1032.815	-2.884794	.2960526	913892.4	43938.2	37.02888	30.25151	36.99139	17.97982	-7.716867	38419.56	-13.013	.6186536	-.0831466	-.0680031	2.059215	1.886627	.0742776	.7221558	-.1992013	.2160518	1.234262	1.534121	2.059215	.1656644	.9118606	1.458376	.1439472	.0680031	.9222268	.9898435	1.725713	.3203303
AN033	37.582807	8.8794586	65.825797	151.90568	0	33	33	42	16.243706	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate03_sec16b_200817_1200_a05	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	a05	1	0	0	1	3	1	10	4	.8469657	1	1	1	1	0	.26107225	.73892772	858	0	.1530343	.39234829	.45461741	3790	1	SEC16B	3	206214	7365	7337	48	11	28	1	1411398	77218	95	185	113	58	0	200817_200817_1200_a05	72	150888	3032	52.494993	95.693967	1	19760	248		0	4425.8543	1181694.3	0	0	1.798e+09	7023.2837	17049.062	4168.7697	1495122.1	0	0	1.778e+09	6946.971	15738.359	4408.0296	1168565.1	0	0	1.780e+09	6951.3677	16961.819	4165.6298	1520513.3	0	0	1.845e+09	7205.1216	15914.259	8/17/2020 12:24	4425.854	0	1181694	1495122	0	143.1339	23907.79	-62653.71	14.15597	34.66672	-.9268103	7.642609	13.65405	38.35559	-.6245876	7.851883	-6.453495	-44779.31	-225.181	1373.815	-1.884794	.2960526	104013.3	3487.201	3.028878	27.25151	2.99139	.9798238	-24.71687	38258.56	-29.90695	.6004704	-.3465683	-.4951674	-.8045964	-.7708607	.2076192	.9586237	-.1156944	.2160518	-.2076192	-.3799974	-.4795057	-.0825485	-.7488504	-.3711493	-.1058988	.0528752	1.025498	1.088862	1.543283	-.323715
AN034	40.898938	10.799342	58.230512	131.65159	0	34	34	42	14.193129	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate03_sec16b_200817_1200_b05	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	b05	1	0	0	1	3	1	10	4	.0940435	0	0	0	0	1	0	0	1007	1	.90595649	0	.09404351	8411	1	SEC16B	1	337853	7857	5039	44	8	43	1	1992288	108493	105	222	134	70	0	200817_200817_1200_b05	54	150691	2151	52.799333	100.12503	1	18093	162		0	4419.4132	1272373	0	0	1.935e+09	7559.4182	17477.739	4377.1357	1615737.9	0	0	1.979e+09	7728.7113	16317.281	4452.906	1280926.5	1	1	1.946e+09	7600.7691	17524.746	4360.9124	1651776.1	0	0	2.063e+09	8058.8068	16598.987	8/17/2020 12:27	4419.413	0	1272373	1615738	0	136.6925	116711	61320.79	6.579509	14.43655	.9871083	10.95469	6.633626	20.33846	1.59374	11.55607	8.546505	86859.69	266.819	-924.1854	-5.884794	-2.703947	684903.4	34762.2	13.02888	64.25151	23.99139	12.97982	-42.71687	38061.56	-47.77718	.5296054	.2517881	.0680031	.9118606	1.270385	.4887764	-.3737245	-.4156972	-.8276041	.8871465	.9630423	.4702759	.9500138	.3186394	1.118958	-.378823	.0226522	1.318969	.7467028	1.13039	-.0353573
AN035	33.161301	6.479605	40.508182	81.016365	0	35	35	42	12.855796	InsH2Bfabp_CD15_10dpf_vast01_tank03_plate03_sec16b_200817_1200_c05	19	75	insH2Bfabp	CD15	SEC16B	200817	1200	c05	1	0	0	1	3	1	10	4	.9470333	1	1	1	1	0	0	1	195	0	.05296664	.39470334	.55233002	3927	1	SEC16B	3	217008	6383	4535	67	13	34	1	1494211	81631	105	187	130	52	0	200817_200817_1200_c05	4	94698	132	25.34655	33.605768	1	13896	75	0	0	4452.0462	1100885	1	7	1.671e+09	6526.8904	16413.627	4273.8377	1453730.5	0	0	1.726e+09	6741.4997	15317.381	4453.497	1116885.4	1	11	1.681e+09	6566.7062	16377.411	4281.3467	1483278.8	0	0	1.785e+09	6971.9859	15451.658	8/17/2020 12:33	4452.046	7	1100885	1453731	0	354.9615	-162447	-117702.6	-11.124	-36.17475	-3.338593	3.213004	-10.71636	-28.84315	-2.533646	4.06345	-.4534951	-33985.31	-1207.181	-1428.185	17.11521	2.296053	186826.3	7900.201	13.02888	29.25151	19.99139	-5.020176	-92.71687	-17931.44	-60.89234	.6556518	-.6744897	-.7524055	-.1489679	-.5840145	-1.044936	-.8825426	1.150349	.6848778	-.1073974	-.2755487	.4702759	.1073974	.0494931	-.9630423	-1.578469	-.9012228	.5958401	-.3636592	.115652	-.8324975
